Año,Mes_Nombre,Programa_Base,Asignatura,Desaprobado,Total_Alumnos,Tasa_Desaprobados
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,TALLER DE EXPRESIÓN ORAL  (A DISTANCIA),1,11,0.0909
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,TALLER DE TESIS I (A DISTANCIA),0,1,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,TRABAJO DE INVESTIGACIÓN,0,1,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,ANDRAGOGÍA,0,6,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,ANDRAGOGÍA (70/30),0,18,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,ANDRAGOGÍA (A DISTANCIA),0,2,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,ANÁLISIS DE DATOS CUANTITATIVO Y CUALITATIVO (A DISTANCIA),0,1,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,CIUDADANÍA INTERCULTURAL  (A DISTANCIA),1,9,0.1111
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,CONSTRUCCIÓN Y VALIDACIÓN DE INSTRUMENTOS PARA LA INVESTIGACIÓN EDUCATIVA (70/30),1,3,0.3333
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,CONSTRUCCIÓN Y VALIDACIÓN DE INSTRUMENTOS PARA LA INVESTIGACIÓN EDUCATIVA (A DISTANCIA),0,2,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,CULTURA GENERAL I ,0,15,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,HISTORIA DE LA EDUCACIÓN,0,7,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,HISTORIA DE LA EDUCACIÓN (70/30),0,18,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,HISTORIA DE LA EDUCACIÓN (A DISTANCIA),0,3,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,INFORMÁTICA APLICADA A LA EDUCACIÓN PRIMARIA Y PRÁCTICA,0,15,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,INGLÉS I  (A DISTANCIA),1,9,0.1111
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,INTRODUCCIÓN A LA ECONOMÍA (A DISTANCIA),1,10,0.1
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,MATEMÁTICA I  (A DISTANCIA),0,1,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,MATEMÁTICA II  (A DISTANCIA),0,9,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,METODOLOGÍA DE LA INVESTIGACIÓN CUANTITATIVA-CUALITATIVA (70/30),0,10,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,METODOLOGÍA DE LA INVESTIGACIÓN CUANTITATIVA-CUALITATIVA (A DISTANCIA),0,1,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,MÉTODOS DE ESTUDIO  (A DISTANCIA),0,17,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,REDACCIÓN CIENTÍFICA (70/30),0,2,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,TALLER DE EXPRESIÓN ORAL  (A DISTANCIA),0,12,0.0
2025,Enero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,TRABAJO DE INVESTIGACIÓN,0,5,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,ACTIVIDADES I (A DISTANCIA),0,8,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,ACTIVIDADES II (A DISTANCIA),2,8,0.25
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD SECTORIAL,0,4,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,FILOSOFÍA Y ÉTICA (A DISTANCIA),0,8,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,FINANZAS (70/30),0,5,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,FINANZAS (A DISTANCIA),0,4,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,INGENIERÍA FINANCIERA (70/30),0,3,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,INTRODUCCIÓN A LOS NEGOCIOS  (A DISTANCIA),1,7,0.1429
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,MATEMÁTICA I  (A DISTANCIA),0,1,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,MERCADOS E INSTITUCIONES FINANCIERAS Y DE SEGUROS,0,12,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,MÉTODOS DE ESTUDIO  (A DISTANCIA),1,6,0.1667
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,NORMALIZACIÓN CONTABLE I  NIIF (70/30),0,4,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,NORMALIZACIÓN CONTABLE I NIIF  (A DISTANCIA),0,1,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,NORMALIZACIÓN CONTABLE II NIIF (70/30),1,9,0.1111
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,NORMALIZACIÓN CONTABLE II NIIF (A DISTANCIA),0,4,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,PRESUPUESTO Y CONTABILIDAD PARA EL SECTOR PÚBLICO,0,3,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,PRESUPUESTO Y CONTABILIDAD PARA EL SECTOR PÚBLICO (A DISTANCIA),0,3,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,SISTEMA DE INFORMACIÓN EMPRESARIAL,0,5,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,SISTEMA DE INFORMACIÓN EMPRESARIAL (70/30),0,3,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,SISTEMA DE INFORMACIÓN EMPRESARIAL (A DISTANCIA),0,3,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,TALENTO HUMANO Y MARKETING (70/30),1,8,0.125
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,TALENTO HUMANO Y MARKETING (A DISTANCIA),0,4,0.0
2025,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,TALLER DE INDUCCIÓN A LA PROFESIÓN  (A DISTANCIA),0,3,0.0
2025,Febrero,CARRERA DE DERECHO,DERECHO CAMBIARIO,0,9,0.0
2025,Febrero,CARRERA DE DERECHO,DERECHO DE LA EMPRESA,0,10,0.0
2025,Febrero,CARRERA DE DERECHO,DERECHO FINANCIERO,0,13,0.0
2025,Febrero,CARRERA DE DERECHO,DERECHO INTERNACIONAL PÚBLICO,2,9,0.2222
2025,Febrero,CARRERA DE DERECHO,DERECHO PREVISIONAL,0,16,0.0
2025,Febrero,CARRERA DE DERECHO,DERECHO SOCIETARIO,0,8,0.0
2025,Febrero,CARRERA DE DERECHO,DERECHOS HUMANOS,0,10,0.0
2025,Febrero,CARRERA DE DERECHO,INGLES II,0,1,0.0
2025,Febrero,CARRERA DE DERECHO,INGLÉS I,3,49,0.0612
2025,Febrero,CARRERA DE DERECHO,INGLÉS II,0,26,0.0
2025,Febrero,CARRERA DE DERECHO,INVESTIGACIÓN PENAL PREPARATORIA,0,2,0.0
2025,Febrero,CARRERA DE DERECHO,MERCADO DE VALORES,1,6,0.1667
2025,Febrero,CARRERA DE DERECHO,SEMINARIO DE AMPARO,0,8,0.0
2025,Febrero,CARRERA DE DERECHO,TEORÍA DE LA REGULACIÓN,0,4,0.0
2025,Febrero,CARRERA DE DERECHO,TEORÍA DEL DERECHO I,7,24,0.2917
2025,Febrero,CARRERA DE DERECHO,TEORÍA DEL DERECHO II,0,12,0.0
2025,Febrero,CARRERA DE DERECHO,ÉTICA CIUDADANA Y PROFESIONAL,11,52,0.2115
2025,Febrero,CARRERA DE ECONOMIA,ACTIVIDADES I (A DISTANCIA),0,8,0.0
2025,Febrero,CARRERA DE ECONOMIA,ACTIVIDADES II (A DISTANCIA),2,10,0.2
2025,Febrero,CARRERA DE ECONOMIA,ECONOMETRÍA BÁSICA,0,5,0.0
2025,Febrero,CARRERA DE ECONOMIA,ECONOMETRÍA BÁSICA (70/30),0,6,0.0
2025,Febrero,CARRERA DE ECONOMIA,ECONOMETRÍA BÁSICA (A DISTANCIA),0,1,0.0
2025,Febrero,CARRERA DE ECONOMIA,ECONOMETRÍA DE CORTE TRANSVERSAL (70/30),1,4,0.25
2025,Febrero,CARRERA DE ECONOMIA,ECONOMÍA FINANCIERA (70/30),0,3,0.0
2025,Febrero,CARRERA DE ECONOMIA,ECONOMÍA FINANCIERA (A DISTANCIA),0,2,0.0
2025,Febrero,CARRERA DE ECONOMIA,ECONOMÍA MONETARIA,0,5,0.0
2025,Febrero,CARRERA DE ECONOMIA,ECONOMÍA MONETARIA (70/30),0,2,0.0
2025,Febrero,CARRERA DE ECONOMIA,ECONOMÍA MONETARIA (A DISTANCIA),0,2,0.0
2025,Febrero,CARRERA DE ECONOMIA,ECONOMÍA PÚBLICA Y RECURSOS NATURALES,0,12,0.0
2025,Febrero,CARRERA DE ECONOMIA,ELEMENTOS FINANCIEROS CON SERIES TEMPORALES,0,4,0.0
2025,Febrero,CARRERA DE ECONOMIA,ESTADÍSTICA DESCRIPTIVA E INFERENCIAL (70/30),0,9,0.0
2025,Febrero,CARRERA DE ECONOMIA,ESTADÍSTICA DESCRIPTIVA E INFERENCIAL (A DISTANCIA),0,5,0.0
2025,Febrero,CARRERA DE ECONOMIA,EXTENSIONES MICROECONÓMICAS,0,5,0.0
2025,Febrero,CARRERA DE ECONOMIA,FILOSOFÍA Y ÉTICA (A DISTANCIA),2,13,0.1538
2025,Febrero,CARRERA DE ECONOMIA,FINANZAS CONDUCTUALES (70/30),0,2,0.0
2025,Febrero,CARRERA DE ECONOMIA,FINANZAS CORPORATIVAS,0,6,0.0
2025,Febrero,CARRERA DE ECONOMIA,INTRODUCCIÓN A LOS NEGOCIOS  (A DISTANCIA),0,7,0.0
2025,Febrero,CARRERA DE ECONOMIA,MATEMÁTICA I  (A DISTANCIA),0,5,0.0
2025,Febrero,CARRERA DE ECONOMIA,MÉTODOS DE ESTUDIO  (A DISTANCIA),2,7,0.2857
2025,Febrero,CARRERA DE ECONOMIA,POLÍTICA ECONÓMICA Y PROGRAMACIÓN FINANCIERA I,0,4,0.0
2025,Febrero,CARRERA DE ECONOMIA,TALLER DE INDUCCIÓN A LA PROFESIÓN  (A DISTANCIA),0,3,0.0
2025,Febrero,CARRERA DE ECONOMIA,TEORÍA DEL MERCADO DE CAPITALES,0,4,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,ACTIVIDADES I (A DISTANCIA),0,11,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,ACTIVIDADES II (A DISTANCIA),2,16,0.125
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,CULTURA GENERAL (70/30),0,5,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,CULTURA GENERAL (A DISTANCIA),0,2,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,DIDÁCTICA DE LA LENGUA (70/30),0,2,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,DIDÁCTICA DE LA LENGUA (A DISTANCIA),0,2,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,DIDÁCTICA GENERAL (70/30),0,9,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,E-LEARNING Y LA DOCENCIA VIRTUAL (70/30),0,8,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,E-LEARNING Y LA DOCENCIA VIRTUAL (A DISTANCIA),0,4,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,FILOSOFÍA Y ÉTICA (A DISTANCIA),0,15,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,GEOGRAFÍA GENERAL Y DEL PERÚ (70/30),0,2,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,GEOGRAFÍA GENERAL Y DEL PERÚ (A DISTANCIA),0,1,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,HISTORIA DEL PERÚ I,0,2,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,HISTORIA DEL PERÚ II,0,10,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,INTRODUCCIÓN A LOS NEGOCIOS  (A DISTANCIA),2,17,0.1176
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,LITERATURA LATINOAMERICANA,0,8,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,LITERATURA LATINOAMERICANA (70/30),0,2,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,LITERATURA LATINOAMERICANA (A DISTANCIA),0,5,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,LITERATURA UNIVERSAL ,0,10,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,LITERATURA UNIVERSAL (70/30),0,1,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,MATEMÁTICA I  (A DISTANCIA),0,8,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,MÉTODOS DE ESTUDIO  (A DISTANCIA),4,34,0.1176
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,TALLER DE INDUCCIÓN A LA PROFESIÓN  (A DISTANCIA),0,6,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,ACTIVIDADES I (A DISTANCIA),1,15,0.0667
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,ACTIVIDADES II (A DISTANCIA),3,13,0.2308
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,CULTURA GENERAL (70/30),1,15,0.0667
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,CULTURA GENERAL (A DISTANCIA),0,1,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,DESARROLLO DE HABILIDADES PARA LA LECTOESCRITURA,0,10,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,DESARROLLO DE HABILIDADES PARA LA LECTOESCRITURA (70/30),0,1,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,DESARROLLO DE HABILIDADES PARA LA LECTOESCRITURA (A DISTANCIA),0,1,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,DESARROLLO DEL LENGUAJE INFANTIL,0,20,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,DESARROLLO DEL LENGUAJE INFANTIL (70/30),0,6,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,DESARROLLO DEL LENGUAJE INFANTIL (A DISTANCIA),0,5,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,DIDÁCTICA GENERAL (70/30),0,26,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,E-LEARNING Y LA DOCENCIA VIRTUAL (70/30),0,26,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,E-LEARNING Y LA DOCENCIA VIRTUAL (A DISTANCIA),0,8,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,ESTIMULACIÓN MUSICAL INFANTIL,0,10,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,ESTIMULACIÓN MUSICAL INFANTIL  (A DISTANCIA),0,1,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,ESTIMULACIÓN MUSICAL INFANTIL (70/30),0,6,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,FILOSOFÍA Y ÉTICA (A DISTANCIA),3,21,0.1429
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,INTRODUCCIÓN A LOS NEGOCIOS  (A DISTANCIA),2,14,0.1429
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,LITERATURA INFANTIL,0,2,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,MATEMÁTICA I  (A DISTANCIA),1,11,0.0909
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,MÉTODOS DE ESTUDIO  (A DISTANCIA),1,18,0.0556
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,TALLER DE INDUCCIÓN A LA PROFESIÓN  (A DISTANCIA),0,6,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,ACTIVIDADES I (A DISTANCIA),2,20,0.1
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,ACTIVIDADES II (A DISTANCIA),4,24,0.1667
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,CULTURA GENERAL (70/30),0,5,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,CULTURA GENERAL (A DISTANCIA),0,1,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,DIDÁCTICA GENERAL  (A DISTANCIA),0,1,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,DIDÁCTICA GENERAL (70/30),0,8,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,E-LEARNING Y LA DOCENCIA VIRTUAL (70/30),0,6,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,E-LEARNING Y LA DOCENCIA VIRTUAL (A DISTANCIA),0,5,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,FILOSOFÍA Y ÉTICA (A DISTANCIA),3,27,0.1111
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,INTRODUCCIÓN A LOS NEGOCIOS  (A DISTANCIA),1,26,0.0385
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,INTRODUCCIÓN AL ÁLGEBRA  (A DISTANCIA),0,2,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,INTRODUCCIÓN AL ÁLGEBRA (70/30),0,3,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,LENGUAJE DE PROGRAMACIÓN I,1,12,0.0833
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,LENGUAJE DE PROGRAMACIÓN I  (A DISTANCIA),0,6,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,LENGUAJE DE PROGRAMACIÓN I (70/30),0,2,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,LENGUAJE DE PROGRAMACIÓN II (70/30),0,2,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,MATEMÁTICA I  (A DISTANCIA),0,10,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,MÉTODOS DE ESTUDIO  (A DISTANCIA),7,38,0.1842
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,TALLER DE INDUCCIÓN A LA PROFESIÓN  (A DISTANCIA),0,9,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,ÁLGEBRA I  (A DISTANCIA),0,8,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,ÁLGEBRA I (70/30),0,1,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,ÁLGEBRA II,0,9,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,ÁLGEBRA II (70/30),0,2,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,ACTIVIDADES I (A DISTANCIA),1,14,0.0714
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,ACTIVIDADES II (A DISTANCIA),2,16,0.125
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,CULTURA GENERAL (70/30),1,8,0.125
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,CULTURA GENERAL (A DISTANCIA),0,3,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,DIDÁCTICA DE LAS CIENCIA NATURALES,0,1,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,DIDÁCTICA DE LAS CIENCIAS NATURALES  (A DISTANCIA),0,4,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,DIDÁCTICA DE LAS CIENCIAS NATURALES (70/30),0,6,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,DIDÁCTICA GENERAL (70/30),0,14,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,DIDÁCTICA GENERAL (A DISTANCIA),0,2,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,E-LEARNING Y LA DOCENCIA VIRTUAL (70/30),0,12,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,E-LEARNING Y LA DOCENCIA VIRTUAL (A DISTANCIA),0,5,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,FILOSOFÍA Y ÉTICA (A DISTANCIA),3,24,0.125
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,INTRODUCCIÓN A LOS NEGOCIOS  (A DISTANCIA),0,12,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,MATEMÁTICA I  (A DISTANCIA),0,13,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,MÉTODOS DE ESTUDIO  (A DISTANCIA),2,14,0.1429
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,PRODUCCIÓN Y REDACCIÓN DE TEXTOS EN PRIMARIA,0,7,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,TALLER DE INDUCCIÓN A LA PROFESIÓN  (A DISTANCIA),0,3,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,TEORÍA Y METODOLOGÍA DE LA LECTOESCRITURA (70/30),0,5,0.0
2025,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,TEORÍA Y METODOLOGÍA DE LA LECTOESCRITURA (A DISTANCIA),0,2,0.0
2025,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,ACTIVIDADES I (A DISTANCIA),0,1,0.0
2025,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,ACTIVIDADES II (A DISTANCIA),0,1,0.0
2025,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,ANÁLISIS DE LA INFORMACIÓN FINANCIERA,0,5,0.0
2025,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD FINANCIERA I (A DISTANCIA),0,5,0.0
2025,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD FINANCIERA II (A DISTANCIA),0,5,0.0
2025,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD FINANCIERA III (70/30),0,4,0.0
2025,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD FINANCIERA III (A DISTANCIA),1,5,0.2
2025,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD POR SECTORES ECONÓMICOS (70/30),1,2,0.5
2025,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD POR SECTORES ECONÓMICOS (A DISTANCIA),0,13,0.0
