Periodo_Real,Año,Mes,Codigo_Plan_SAP,Programa,Facultad,Gestion,Modalidad_Agrupada,Concluyeron el Plan,Admitidos Matriculados,Nuevos Traslados,Nuevos Convalidados,Permanentes Continuos,Perm. Siempre (0m),Perm. 1mes,Permanentes Incontinuos,Reincorporados (6-12m),Reincorporados (>12m),Riesgo Deserción (1m),Riesgo Deserción (2m),Deserción Temprana (3-6m),Deserción Tardía (7-12m),Deserción Muy Tardía (>12m),Retenidos (1m),Matríc. regular a Distancia,Matríc. regular Presencial,Estudiantes matrí. TOTAL
2021-12,2021,Diciembre,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,1,0,1
2022-01,2022,N/A,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2022-02,2022,N/A,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2022-03,2022,N/A,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2022-04,2022,N/A,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2022-05,2022,N/A,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2022-06,2022,N/A,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
2022-07,2022,N/A,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2022-08,2022,N/A,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2022-09,2022,N/A,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2022-10,2022,N/A,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2022-11,2022,N/A,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2022-12,2022,N/A,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2023-01,2023,Enero,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,6,0,2,0,0,0,0,1,0,0,0,0,0,2,0,5,2,7
2023-02,2023,Febrero,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,9,0,2,7,7,0,0,0,0,0,0,0,0,2,7,16,0,16
2023-03,2023,Marzo,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,5,0,2,12,12,0,0,0,0,4,0,0,0,2,12,17,0,17
2023-04,2023,Abril,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,7,0,3,15,14,1,0,0,0,3,3,0,0,2,15,21,1,22
2023-05,2023,Mayo,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,3,0,1,19,19,0,0,0,0,3,3,3,0,2,19,21,1,22
2023-06,2023,Junio,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,3,0,0,18,17,1,1,0,0,5,2,5,0,2,18,22,0,22
2023-07,2023,Julio,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,21,0,11,18,16,2,0,0,0,6,3,7,0,2,18,38,1,39
2023-08,2023,Agosto,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,10,0,4,34,33,1,0,0,0,6,5,10,0,2,34,44,0,44
2023-09,2023,Setiembre,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,6,0,5,39,36,3,2,0,0,8,3,10,3,2,39,47,0,47
2023-10,2023,Octubre,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,5,0,2,37,36,1,1,0,0,11,7,11,4,2,37,43,0,43
2023-11,2023,Noviembre,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,3,0,3,39,34,5,0,0,0,9,6,17,5,2,39,42,0,42
2023-12,2023,Diciembre,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,1,0,1,37,36,1,5,0,0,6,8,16,7,2,37,43,0,43
2024-01,2024,Enero,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,2,0,0,40,34,6,7,0,2,9,0,13,11,0,40,51,0,51
2024-02,2024,Febrero,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,1,0,1,47,45,2,1,0,0,6,7,10,13,0,47,44,5,49
2024-03,2024,Marzo,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,34,33,1,0,0,0,16,5,12,15,3,34,30,4,34
2024-04,2024,Abril,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,40,27,13,2,0,0,7,3,14,15,4,40,41,1,42
2024-05,2024,Mayo,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,34,31,3,3,1,0,11,4,10,17,5,34,35,3,38
2024-06,2024,Junio,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,1,0,1,35,29,6,4,0,0,9,5,10,15,7,35,40,0,40
2024-07,2024,Julio,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,35,28,7,3,0,0,12,2,7,16,11,35,36,2,38
2024-08,2024,Agosto,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,1,0,1,40,33,7,4,2,0,5,5,3,15,12,40,39,8,47
2024-09,2024,Setiembre,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,40,37,3,3,0,0,10,2,4,11,17,40,37,6,43
2024-10,2024,Octubre,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,42,37,5,2,0,0,6,5,4,10,18,42,44,0,44
2024-11,2024,Noviembre,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,29,25,4,1,0,0,19,2,7,7,22,29,24,6,30
2024-12,2024,Diciembre,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,33,25,8,1,0,0,5,11,8,7,22,33,32,2,34
2025-01,2025,Enero,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,26,24,2,1,0,0,10,3,16,5,26,26,27,0,27
2025-02,2025,Febrero,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,22,21,1,5,0,0,6,9,13,5,27,22,20,7,27
2025-03,2025,Marzo,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,22,19,3,2,0,0,8,3,19,5,28,22,20,4,24
2025-04,2025,Abril,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,24,20,4,0,0,0,4,4,21,6,28,24,18,6,24
2025-05,2025,Mayo,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,22,21,1,2,0,0,3,3,15,13,29,22,22,2,24
2025-06,2025,Junio,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,15,14,1,1,0,0,10,2,15,15,29,15,14,2,16
2025-07,2025,Julio,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),2,0,0,0,15,14,1,1,0,0,1,8,10,19,31,15,18,0,18
2025-08,2025,Agosto,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,14,14,0,1,0,0,2,1,14,21,32,14,10,5,15
2025-09,2025,Setiembre,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,13,12,1,1,0,0,3,1,10,24,33,13,10,4,14
2025-10,2025,Octubre,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,15,12,3,0,0,0,2,0,10,24,34,15,10,5,15
2025-11,2025,Noviembre,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,12,12,0,0,0,0,3,2,9,17,42,12,6,6,12
2025-12,2025,Diciembre,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,12,11,1,1,0,0,1,2,2,23,44,12,13,0,13
2026-01,2026,Enero,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),1,0,0,0,11,11,0,2,0,0,1,1,2,17,50,11,10,4,14
2026-02,2026,Febrero,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,9,8,1,1,0,0,5,0,2,14,53,9,5,5,10
2026-03,2026,Marzo,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,8,7,1,0,0,0,3,4,2,10,57,8,1,7,8
2026-04,2026,Abril,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,6,6,0,0,0,0,2,3,5,10,58,6,3,3,6
2026-05,2026,Mayo,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,5,4,1,0,0,0,2,1,7,10,59,5,1,4,5
2026-06,2026,Junio,E07010108,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA - (70/30 AP),Educación,Con Partner (AP),Presencial (Híbrido),0,0,0,0,7,5,2,2,0,0,0,0,6,2,67,7,8,1,9
2019-11,2019,Noviembre,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2019-12,2019,Diciembre,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
2020-01,2020,Enero,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
2020-02,2020,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-03,2020,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-04,2020,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-05,2020,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-06,2020,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07,2020,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-08,2020,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09,2020,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-10,2020,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-11,2020,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-12,2020,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-01,2021,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-02,2021,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-03,2021,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-04,2021,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-05,2021,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-06,2021,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-07,2021,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-08,2021,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-09,2021,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-10,2021,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-11,2021,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-12,2021,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-01,2022,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-02,2022,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03,2022,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-04,2022,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-05,2022,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-06,2022,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-07,2022,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-08,2022,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-09,2022,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-10,2022,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-11,2022,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-12,2022,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-01,2023,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-02,2023,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-03,2023,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-04,2023,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-05,2023,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-06,2023,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-07,2023,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-08,2023,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-09,2023,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-10,2023,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-11,2023,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-12,2023,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024-01,2024,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024-02,2024,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024-03,2024,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024-04,2024,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024-05,2024,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024-06,2024,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024-07,2024,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024-08,2024,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024-09,2024,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024-10,2024,N/A,E02090901,CARRERA DE MARKETING ,CC. Administrativas y RRHH,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
