Periodo_Real,Año,Mes,Codigo_Plan_SAP,Programa,Facultad,Gestion,Modalidad_Agrupada,Concluyeron el Plan,Admitidos Matriculados,Nuevos Traslados,Nuevos Convalidados,Permanentes Continuos,Perm. Siempre (0m),Perm. 1mes,Permanentes Incontinuos,Reincorporados (6-12m),Reincorporados (>12m),Riesgo Deserción (1m),Riesgo Deserción (2m),Deserción Temprana (3-6m),Deserción Tardía (7-12m),Deserción Muy Tardía (>12m),Retenidos (1m),Matríc. regular a Distancia,Estudiantes matrí. TOTAL
2021-09,2021,Setiembre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,1,4,0,0,75,75,0,3,1,0,27,2,24,20,156,75,84,84
2021-10,2021,Octubre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,13,8,0,0,79,71,8,3,2,1,9,11,18,18,158,79,94,106
2021-11,2021,Noviembre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,3,0,0,69,64,5,4,1,1,29,4,20,20,159,69,78,78
2021-12,2021,Diciembre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,18,6,0,0,61,52,9,1,1,0,20,9,15,24,161,61,68,87
2022-01,2022,Enero,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,3,5,0,0,60,52,8,3,1,0,16,12,19,22,162,60,72,72
2022-02,2022,Febrero,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,4,8,0,0,62,55,7,9,1,0,13,6,20,18,167,62,78,84
2022-03,2022,Marzo,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,1,8,0,0,52,49,3,3,3,0,31,10,16,19,169,52,67,67
2022-04,2022,Abril,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,17,6,0,0,60,51,9,1,0,1,11,9,24,17,171,60,71,85
2022-05,2022,Mayo,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,10,0,0,47,47,0,2,0,0,21,11,27,18,174,47,59,59
2022-06,2022,Junio,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,8,4,0,0,59,52,7,6,0,1,7,8,23,18,180,59,69,78
2022-07,2022,Julio,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,11,4,0,0,48,46,2,1,0,0,15,5,26,19,181,48,55,64
2022-08,2022,Agosto,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,1,8,0,1,57,50,7,5,0,0,3,8,20,24,181,57,70,71
2022-09,2022,Setiembre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,10,0,1,47,46,1,1,1,1,24,2,22,23,185,47,60,60
2022-10,2022,Octubre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,3,0,0,0,59,50,9,2,0,0,10,13,15,28,186,59,60,64
2022-11,2022,Noviembre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,1,3,0,1,44,41,3,2,0,0,20,7,22,27,190,44,50,50
2022-12,2022,Diciembre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,9,3,0,1,49,45,4,5,0,0,4,8,20,23,197,49,57,66
2023-01,2023,Enero,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,1,6,0,1,38,36,2,2,0,0,20,2,20,27,199,38,47,47
2023-02,2023,Febrero,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,12,7,0,0,49,43,6,2,3,0,3,6,17,20,202,49,61,73
2023-03,2023,Marzo,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,11,0,1,43,41,2,1,0,0,20,1,15,24,205,43,55,55
2023-04,2023,Abril,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,10,9,0,0,55,49,6,1,1,1,6,6,10,20,210,55,67,77
2023-05,2023,Mayo,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,5,0,0,44,43,1,0,0,1,24,5,13,20,212,44,50,50
2023-06,2023,Junio,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,7,6,0,0,56,46,10,3,0,0,4,7,14,18,215,56,64,72
2023-07,2023,Julio,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,42,41,1,0,0,0,24,3,16,20,218,42,42,42
2023-08,2023,Agosto,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,8,0,0,0,46,39,7,4,1,1,2,10,14,20,217,46,50,60
2023-09,2023,Setiembre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,2,0,0,0,36,35,1,0,0,0,15,1,20,17,224,36,38,38
2023-10,2023,Octubre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,6,0,0,0,33,27,6,1,1,0,7,5,17,16,227,33,34,41
2023-11,2023,Noviembre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,5,0,0,0,25,24,1,0,1,0,7,6,16,18,229,25,26,31
2023-12,2023,Diciembre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,4,0,0,0,27,22,5,5,0,0,1,2,15,18,230,27,33,36
2024-01,2024,Enero,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,25,25,0,2,1,0,7,1,6,21,234,25,29,29
2024-02,2024,Febrero,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,5,0,0,0,20,20,0,1,0,0,6,4,6,20,235,20,21,26
2024-03,2024,Marzo,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,4,0,0,0,11,9,2,2,0,1,8,4,6,18,238,11,14,18
2024-04,2024,Abril,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,18,10,8,3,0,1,3,0,5,18,239,18,22,23
2024-05,2024,Mayo,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,10,0,0,0,8,7,1,1,0,1,6,2,3,13,243,8,7,20
2024-06,2024,Junio,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,7,0,0,0,7,4,3,1,0,0,3,0,3,12,244,7,7,15
2024-07,2024,Julio,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,2,2,0,0,0,0,6,3,1,6,252,2,0,2
2024-08,2024,Agosto,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,2,1,1,0,0,0,1,4,4,6,252,2,2,3
2024-09,2024,Setiembre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,1,1,0,2,0,0,0,1,6,4,254,1,4,4
2024-10,2024,Octubre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,2,0,0,0,1,1,0,2,0,1,2,0,3,2,255,1,5,6
2024-11,2024,Noviembre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,2,0,0,0,2,1,1,0,0,0,2,1,2,2,255,2,4,4
2024-12,2024,Diciembre,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,0,0,0,0,0,0,1,2,2,3,255,0,0,1
2025-01,2025,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,1,3,2,257,0,0,0
2025-02,2025,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,4,2,257,0,0,0
2025-03,2025,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,4,2,257,0,0,0
2025-04,2025,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,3,3,257,0,0,0
2025-05,2025,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,1,5,257,0,0,0
2025-06,2025,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,5,258,0,0,0
2025-07,2025,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,4,259,0,0,0
2025-08,2025,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,4,259,0,0,0
2025-09,2025,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,4,259,0,0,0
2025-10,2025,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,3,260,0,0,0
2025-11,2025,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,1,262,0,0,0
2025-12,2025,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0
2026-01,2026,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0
2026-02,2026,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0
2026-03,2026,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0
2026-04,2026,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0
2026-05,2026,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0
2026-06,2026,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0
2026-07,2026,N/A,O07010902,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN INFORMÁTICA Y TECNOLOGÍA EDUCATIVA,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0
2014-02,2014,Febrero,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2014-03,2014,Marzo,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,2
2014-04,2014,Abril,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1,3,3
2014-05,2014,Mayo,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,3,3,0,0,0,0,0,1,1,0,0,3,3,3
2014-06,2014,Junio,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,4,0,0,3,3,0,0,0,0,0,0,2,0,0,3,7,7
2014-07,2014,Julio,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,6,6,0,0,0,0,1,0,2,0,0,6,6,6
2014-08,2014,Agosto,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,5,4,1,0,0,0,2,0,2,0,0,5,5,5
2014-09,2014,Setiembre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,1,0,0,3,3,0,0,0,0,2,2,1,1,0,3,4,4
2014-10,2014,Octubre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,3,3,0,0,0,0,1,2,2,2,0,3,3,3
2014-11,2014,Noviembre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,2,0,0,2,2,0,0,0,0,1,1,4,2,0,2,4,4
2014-12,2014,Diciembre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,2,0,0,4,4,0,0,0,0,0,1,5,2,0,4,6,6
2015-01,2015,Enero,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,2,0,0,6,6,0,1,0,0,0,0,5,2,0,6,9,9
2015-02,2015,Febrero,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,4,0,0,7,7,0,0,0,0,2,0,3,4,0,7,11,11
2015-03,2015,Marzo,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,2,0,0,8,8,0,0,1,0,3,2,1,4,1,8,11,11
2015-04,2015,Abril,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,5,0,0,8,7,1,0,0,0,4,2,2,4,2,8,0,13
2015-05,2015,Mayo,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,16,0,0,10,10,0,0,1,0,3,4,4,3,2,10,27,27
2015-06,2015,Junio,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,20,0,0,25,25,0,2,1,0,2,3,6,2,2,25,48,48
2015-07,2015,Julio,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,1,17,0,1,36,36,0,0,0,0,11,2,9,2,2,36,54,54
2015-08,2015,Agosto,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,13,0,0,40,40,0,0,0,0,13,11,9,3,3,40,53,53
2015-09,2015,Setiembre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,13,0,0,50,44,6,0,0,0,9,7,20,3,3,50,63,63
2015-10,2015,Octubre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,12,0,0,48,47,1,0,0,0,16,8,23,6,4,48,60,60
2015-11,2015,Noviembre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,14,0,0,52,46,6,1,0,0,14,10,27,9,4,52,39,67
2015-12,2015,Diciembre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,1,13,0,1,53,45,8,3,0,0,21,6,32,11,4,53,70,70
2016-01,2016,Enero,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,4,11,0,0,62,52,10,2,0,0,14,11,25,21,4,62,79,79
2016-02,2016,Febrero,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,2,11,0,0,56,48,8,1,0,0,25,6,30,24,6,56,70,70
2016-03,2016,Marzo,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,1,8,0,0,59,51,8,6,0,1,16,17,23,31,5,59,75,75
2016-04,2016,Abril,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,9,0,0,63,57,6,2,0,0,17,10,31,34,9,63,74,74
2016-05,2016,Mayo,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,6,5,0,0,57,54,3,4,2,0,14,14,33,33,12,57,74,74
2016-06,2016,Junio,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,2,11,0,1,37,33,4,1,0,0,35,10,36,40,13,37,40,51
2016-07,2016,Julio,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,3,7,0,0,51,37,14,5,0,0,10,20,38,33,23,51,66,66
2016-08,2016,Agosto,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,6,10,0,1,58,51,7,11,0,0,7,3,32,42,28,58,76,85
2016-09,2016,Setiembre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,10,6,0,1,57,54,3,3,0,0,17,3,24,42,35,57,58,76
2016-10,2016,Octubre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,5,9,0,0,50,46,4,3,1,0,17,11,16,42,42,50,68,68
2016-11,2016,Noviembre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,3,6,0,0,38,35,3,2,0,0,26,13,22,42,45,38,26,49
2016-12,2016,Diciembre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,7,8,0,0,39,30,9,6,1,0,16,11,18,43,53,39,61,61
2017-01,2017,Enero,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,5,10,0,1,46,40,6,5,0,0,11,9,22,41,56,46,58,66
2017-02,2017,Febrero,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,2,9,0,0,49,47,2,5,0,0,12,9,24,29,70,49,65,65
2017-03,2017,Marzo,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,3,13,0,0,62,53,9,3,1,0,8,3,24,27,76,62,77,82
2017-04,2017,Abril,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,3,15,0,0,55,53,2,3,1,0,23,6,16,26,84,55,77,77
2017-05,2017,Mayo,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,4,11,0,0,60,47,13,0,1,0,24,9,19,26,86,60,76,76
2017-06,2017,Junio,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,4,5,0,0,61,52,9,2,0,0,19,13,19,23,95,61,67,72
2017-07,2017,Julio,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,2,7,0,0,63,51,12,3,0,0,17,6,23,27,96,63,75,75
2017-08,2017,Agosto,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,2,12,0,0,63,59,4,5,0,0,13,13,23,25,98,63,40,82
2017-09,2017,Setiembre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,8,11,0,0,63,62,1,2,1,1,16,9,25,25,102,63,86,86
2017-10,2017,Octubre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,4,4,0,0,64,61,3,2,0,0,16,12,23,27,107,64,74,74
2017-11,2017,Noviembre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,3,7,0,0,54,50,4,4,2,0,19,11,25,27,110,54,30,70
2017-12,2017,Diciembre,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,0,5,0,0,59,51,8,2,0,0,16,11,32,22,117,59,66,66
2018-01,2018,Enero,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,6,4,0,0,59,54,5,7,0,0,12,9,28,21,122,59,76,76
2018-02,2018,Febrero,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,3,8,0,0,54,50,4,6,1,0,19,8,25,24,122,54,72,72
2018-03,2018,Marzo,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,1,17,0,0,45,39,6,5,1,0,29,13,20,26,127,45,69,69
2018-04,2018,Abril,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,8,13,0,1,68,54,14,6,3,0,13,9,21,23,132,68,98,98
2018-05,2018,Mayo,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,7,8,0,0,67,63,4,1,0,0,23,9,19,26,136,67,83,83
2018-06,2018,Junio,O29012101,MAESTRÍA EN SOLUCIÓN DE CONFLICTOS,Otros,Sin Partner (Propio),Presencial Regular,4,16,0,2,75,66,9,1,2,0,9,11,24,25,138,75,98,98
